timestamp,altitude,cadence,distance,enhanced_altitude,enhanced_speed,heart_rate,left_right_balance,position_lat,position_long,speed,temperature
2025-01-26 11:42:15,84.0,82,737.4,84.0,3.3,147,,615442566,-1753201,3.3,
2025-01-26 11:42:16,83.79999999999995,82,740.4,83.79999999999995,3.3,147,,615442884,-1753161,3.3,
2025-01-26 11:42:17,83.60000000000002,82,743.7,83.60000000000002,3.3,146,,615443222,-1753241,3.3,
2025-01-26 11:42:18,83.60000000000002,82,746.6,83.60000000000002,3.305,147,,615443580,-1753301,3.305,
2025-01-26 11:42:19,83.60000000000002,82,749.7,83.60000000000002,3.312,147,,615443898,-1753400,3.312,
2025-01-26 11:42:20,83.39999999999998,82,752.8,83.39999999999998,3.317,147,,615444236,-1753420,3.317,
2025-01-26 11:42:21,83.39999999999998,82,755.8,83.39999999999998,3.322,147,,615444535,-1753400,3.322,
2025-01-26 11:42:22,83.20000000000005,82,759.0,83.20000000000005,3.322,146,,615444853,-1753360,3.322,
2025-01-26 11:42:23,83.20000000000005,82,761.9,83.20000000000005,3.296,146,,615445151,-1753340,3.296,
2025-01-26 11:42:24,83.0,82,765.0,83.0,3.248,146,,615445509,-1753321,3.248,
2025-01-26 11:42:25,83.0,82,767.9,83.0,3.236,146,,615445847,-1753321,3.236,
2025-01-26 11:42:26,83.0,82,770.9,83.0,3.256,146,,615446205,-1753340,3.256,
2025-01-26 11:42:27,83.0,82,774.1,83.0,3.271,145,,615446602,-1753380,3.271,
2025-01-26 11:42:28,83.0,82,777.3,83.0,3.279,145,,615446960,-1753340,3.279,
2025-01-26 11:42:29,83.0,82,780.6,83.0,3.279,145,,615447398,-1753301,3.279,
2025-01-26 11:42:30,83.0,83,784.0,83.0,3.283,145,,615447815,-1753221,3.283,
2025-01-26 11:42:31,83.0,82,788.1,83.0,3.283,145,,615448213,-1753082,3.283,
2025-01-26 11:42:32,83.0,82,792.2,83.0,3.283,145,,615448571,-1753082,3.283,
